sw_lon,sw_lat,ne_lon,ne_lat,region
15,85,20,90,Arctic
20,85,25,90,Arctic
25,85,30,90,Arctic
30,85,35,90,Arctic
35,85,40,90,Arctic
40,85,45,90,Arctic
45,85,50,90,Arctic
50,85,55,90,Arctic
55,85,60,90,Arctic
60,85,65,90,Arctic
65,85,70,90,Arctic
70,85,75,90,Arctic
75,85,80,90,Arctic
80,85,85,90,Arctic
85,85,90,90,Arctic
90,85,95,90,Arctic
95,85,100,90,Arctic
100,85,105,90,Arctic
105,85,110,90,Arctic
110,85,115,90,Arctic
115,85,120,90,Arctic
120,85,125,90,Arctic
125,85,130,90,Arctic
130,85,135,90,Arctic
135,85,140,90,Arctic
140,85,145,90,Arctic
145,85,150,90,Arctic
150,85,155,90,Arctic
155,85,160,90,Arctic
160,85,165,90,Arctic
165,85,170,90,Arctic
170,85,175,90,Arctic
175,85,180,90,Arctic
